,incumplimiento,tipo_de_cuenta,genero,edad_del_cliente,co_solicitantes,dependientes,monto_del_prestamo,ubicacion_de_sucursal,nivel_de_producto,estatus_laboral,es_sostenedor_principal,grupo_de_puntaje_crediticio,area_residencial,estado_actual_de_la_cuenta,tiene_cuenta_conjunta,indicador_aleatorio,residencial_Rural,residencial_Suburbana,residencial_Urbana
398,1.0,3,male,21.088165165489556,0,0,10.5,Suburbana,Second,man,True,,Urbana,no,1,0.9314955263692364,0.0,0.0,1.0
399,1.0,2,female,33.84960694098367,0,0,12.65,Suburbana,Second,woman,False,,Urbana,yes,1,0.3270305145665118,0.0,0.0,1.0
400,1.0,1,male,46.520040349913415,0,0,7.925,Suburbana,Third,man,True,,Rural,yes,1,0.3830339986309193,1.0,0.0,0.0
401,0.0,1,male,43.109404959101866,0,0,8.05,Suburbana,Third,man,True,,Suburbana,no,1,0.8250951621902709,0.0,1.0,0.0
402,1.0,3,female,18.5131017202163,1,0,9.825,Suburbana,Third,woman,False,,Urbana,no,0,0.8988089915425495,0.0,0.0,1.0
403,1.0,3,male,36.60399919640149,1,0,15.85,Suburbana,Third,man,True,,Urbana,no,1,0.2973378546066094,0.0,0.0,1.0
404,1.0,1,female,49.444444421320384,0,0,8.6625,Suburbana,Third,woman,False,,Rural,no,1,0.7925154099849462,1.0,0.0,0.0
405,1.0,3,male,21.400297339290525,1,0,21.0,Suburbana,Second,man,True,,Urbana,no,1,0.6606809697567599,0.0,0.0,1.0
406,1.0,1,male,45.26153332366752,0,0,7.75,Suburbana,Third,man,True,,Rural,no,1,0.6138683039644275,1.0,0.0,0.0
407,0.0,2,male,22.17841045158756,1,1,18.75,Suburbana,Second,child,False,,Urbana,yes,1,0.900821131617329,0.0,0.0,1.0
408,1.0,2,male,26.355563982233573,0,0,7.775,Suburbana,Third,man,True,,Urbana,no,0,0.0671465891853088,0.0,0.0,1.0
409,0.0,1,female,48.92499373787803,3,1,25.4667,Suburbana,Third,woman,False,,Rural,no,1,0.0409217470814832,1.0,0.0,0.0
410,0.0,1,male,46.401891624061335,0,0,7.8958,Suburbana,Third,man,True,,Rural,no,1,0.2969508220559428,1.0,0.0,0.0
411,1.0,1,male,56.27806534206475,0,0,6.8583,Quito,Third,man,True,,Rural,no,1,0.6678800478520235,1.0,0.0,0.0
412,1.0,1,female,46.46758458729338,1,0,90.0,Quito,First,woman,False,C,Rural,yes,1,0.0473356974548144,1.0,0.0,0.0
413,1.0,1,male,48.22375921963066,0,0,0.0,Suburbana,Second,man,True,,Suburbana,no,1,0.5363061231600471,0.0,1.0,0.0
414,1.0,1,male,44.57941109719511,0,0,7.925,Suburbana,Third,man,True,,Rural,yes,1,0.4195720768259874,1.0,0.0,0.0
415,0.0,1,female,44.94587437413791,0,0,8.05,Suburbana,Third,woman,False,,Suburbana,no,1,0.8937478594031194,0.0,1.0,0.0
416,0.0,1,female,48.13540204629603,1,1,32.5,Suburbana,Second,woman,False,,Rural,yes,1,0.8652887971624791,1.0,0.0,0.0
417,1.0,2,female,25.143102520938918,0,2,13.0,Suburbana,Second,woman,False,,Urbana,yes,1,0.0733852520551924,0.0,0.0,1.0
418,1.0,3,male,21.03942489717425,0,0,13.0,Suburbana,Second,man,True,,Urbana,no,1,0.1791418575182066,0.0,0.0,1.0
419,0.0,1,female,46.9397047537284,0,2,24.15,Suburbana,Third,child,False,,Rural,no,1,0.5120117375467546,1.0,0.0,0.0
420,1.0,1,male,49.21561224096867,0,0,7.8958,Central,Third,man,True,,Suburbana,no,1,0.2003114134296816,0.0,1.0,0.0
421,1.0,2,male,29.010258693702585,0,0,7.7333,Quito,Third,man,True,,Urbana,no,0,0.9451447648073464,0.0,0.0,1.0
422,1.0,3,male,25.563689706178685,0,0,7.875,Suburbana,Third,man,True,,Urbana,no,0,0.8550258099252668,0.0,0.0,1.0
423,1.0,2,female,30.726310865096124,1,1,14.4,Suburbana,Third,woman,False,,Urbana,no,1,0.9030037279296964,0.0,0.0,1.0
424,1.0,3,male,25.337461286204032,1,1,20.2125,Suburbana,Third,man,True,,Urbana,no,1,0.7452463976868449,0.0,0.0,1.0
425,1.0,1,male,46.92565777356043,0,0,7.25,Suburbana,Third,man,True,,Rural,no,1,0.1476164560973812,1.0,0.0,0.0
426,1.0,3,female,25.52616068529638,1,0,26.0,Suburbana,Second,woman,False,,Urbana,yes,0,0.0198736452604617,0.0,0.0,1.0
427,1.0,2,female,21.39284352214122,0,0,26.0,Suburbana,Second,woman,False,,Urbana,yes,1,0.3742444359749193,0.0,0.0,1.0
428,1.0,1,male,49.34458585326994,0,0,7.75,Quito,Third,man,True,,Suburbana,no,1,0.9069752697973122,0.0,1.0,0.0
429,1.0,2,male,26.595592000431413,0,0,8.05,Suburbana,Third,man,True,E,Urbana,yes,0,0.741329385865985,0.0,0.0,1.0
430,0.0,1,male,45.24598569054287,0,0,26.55,Suburbana,First,man,True,C,Rural,yes,1,0.4224592017655498,1.0,0.0,0.0
431,0.0,1,female,48.544015287653465,1,0,16.1,Suburbana,Third,woman,False,,Suburbana,yes,1,0.4006832825018168,0.0,1.0,0.0
432,0.0,2,female,22.998255924932884,1,0,26.0,Suburbana,Second,woman,False,,Urbana,yes,1,0.1697482697410575,0.0,0.0,1.0
433,0.0,3,male,26.778517578619923,0,0,7.125,Suburbana,Third,man,True,,Urbana,no,1,0.6219415754038893,0.0,0.0,1.0
434,1.0,2,male,26.889550508692373,1,0,55.9,Suburbana,First,man,True,E,Urbana,no,1,0.4275305376593787,0.0,0.0,1.0
435,0.0,1,female,47.09070523972778,1,2,120.0,Suburbana,First,child,False,B,Suburbana,yes,1,0.9050341544099132,0.0,1.0,0.0
436,0.0,1,female,49.93516582037963,2,2,34.375,Suburbana,Third,woman,False,,Suburbana,no,1,0.6514785280308061,0.0,1.0,0.0
437,0.0,1,female,49.43069510676667,2,3,18.75,Suburbana,Second,woman,False,,Rural,yes,1,0.8673868120561279,1.0,0.0,0.0
438,1.0,3,male,20.80435298578893,1,4,263.0,Suburbana,First,man,True,C,Urbana,no,0,0.450455204817723,0.0,0.0,1.0
439,0.0,1,male,41.39567614349833,0,0,10.5,Suburbana,Second,man,True,,Suburbana,no,1,0.3081871702653478,0.0,1.0,0.0
440,0.0,3,female,25.73220385239125,1,1,26.25,Suburbana,Second,woman,False,,Urbana,yes,1,0.45921662912675,0.0,0.0,1.0
441,0.0,1,male,48.73844336605453,0,0,9.5,Suburbana,Third,man,True,,Rural,no,1,0.1151868513861421,1.0,0.0,0.0
442,1.0,3,male,23.64114216754652,1,0,7.775,Suburbana,Third,man,True,,Urbana,no,1,0.1112344895696352,0.0,0.0,1.0
443,1.0,3,female,28.03555835958023,0,0,13.0,Suburbana,Second,woman,False,,Urbana,yes,1,0.3369476711625037,0.0,0.0,1.0
444,1.0,3,male,31.00848927833753,0,0,8.1125,Suburbana,Third,man,True,,Urbana,yes,1,0.2869718013763568,0.0,0.0,1.0
445,0.0,2,male,31.7311053661115,0,2,81.8583,Suburbana,First,child,False,A,Urbana,yes,0,0.375741718370802,0.0,0.0,1.0
446,1.0,1,female,48.17677676754489,0,1,19.5,Suburbana,Second,child,False,,Suburbana,yes,1,0.1752440278677363,0.0,1.0,0.0
447,0.0,1,male,49.56391124482714,0,0,26.55,Suburbana,First,man,True,,Rural,yes,1,0.2418675982287705,1.0,0.0,0.0
448,1.0,2,female,26.233830119899853,2,1,19.2583,Central,Third,child,False,,Urbana,yes,1,0.0998996138027807,0.0,0.0,1.0
449,1.0,2,male,23.53257472555311,0,0,30.5,Suburbana,First,man,True,C,Urbana,yes,1,0.4227206631919284,0.0,0.0,1.0
450,1.0,2,male,27.33189787190989,1,2,27.75,Suburbana,Second,man,True,,Urbana,no,0,0.1525577010345025,0.0,0.0,1.0
451,1.0,3,male,24.95895058865193,1,0,19.9667,Suburbana,Third,man,True,,Urbana,no,1,0.0129662771856107,0.0,0.0,1.0
452,0.0,2,male,30.807669017795583,0,0,27.75,Central,First,man,True,C,Urbana,no,1,0.3388184776459472,0.0,0.0,1.0
453,0.0,1,male,44.5571671654706,1,0,89.1042,Central,First,man,True,C,Rural,yes,1,0.9787690024564822,1.0,0.0,0.0
454,0.0,1,male,47.833942355932834,0,0,8.05,Suburbana,Third,man,True,,Rural,no,1,0.4414830205666828,1.0,0.0,0.0
455,0.0,1,male,47.76643573217745,0,0,7.8958,Central,Third,man,True,,Suburbana,yes,1,0.599024270769275,0.0,1.0,0.0
456,1.0,2,male,18.0,0,0,26.55,Suburbana,First,man,True,E,Urbana,no,0,0.5790620238326227,0.0,0.0,1.0
457,0.0,1,female,47.875797565326096,1,0,51.8625,Suburbana,First,woman,False,D,Rural,yes,1,0.9700211274983545,1.0,0.0,0.0
458,0.0,1,female,45.30779721929451,0,0,10.5,Suburbana,Second,woman,False,,Suburbana,yes,1,0.5107666091851017,0.0,1.0,0.0
459,0.0,2,male,22.59875482502537,0,0,7.75,Quito,Third,man,True,,Urbana,no,0,0.2890303146854728,0.0,0.0,1.0
460,1.0,2,male,22.61356864798385,0,0,26.55,Suburbana,First,man,True,E,Urbana,yes,1,0.0018085330123449,0.0,0.0,1.0
461,0.0,3,male,20.71460905664418,0,0,8.05,Suburbana,Third,man,True,,Urbana,no,0,0.7578924916932096,0.0,0.0,1.0
462,1.0,2,male,20.824036549042585,0,0,38.5,Suburbana,First,man,True,E,Urbana,no,1,0.9977646231771388,0.0,0.0,1.0
463,0.0,1,male,46.95626355202154,0,0,13.0,Suburbana,Second,man,True,,Suburbana,no,1,0.6998990057318134,0.0,1.0,0.0
464,0.0,1,male,44.53814890904397,0,0,8.05,Suburbana,Third,man,True,,Suburbana,no,1,0.7538747112423436,0.0,1.0,0.0
465,1.0,1,male,47.66883210291934,0,0,7.05,Suburbana,Third,man,True,,Suburbana,no,1,0.3645904004185569,0.0,1.0,0.0
466,0.0,1,male,46.83801954777614,0,0,0.0,Suburbana,Second,man,True,,Suburbana,no,1,0.0348432217972074,0.0,1.0,0.0
467,0.0,1,male,45.41632294483589,0,0,26.55,Suburbana,First,man,True,,Rural,no,1,0.272856176089107,1.0,0.0,0.0
468,0.0,2,male,25.856217725761063,0,0,7.725,Quito,Third,man,True,,Urbana,no,1,0.8344153262022168,0.0,0.0,1.0
469,1.0,1,female,55.23736103863125,2,1,19.2583,Central,Third,child,False,,Suburbana,yes,1,0.3680394254228839,0.0,1.0,0.0
470,1.0,2,male,20.885858378528592,0,0,7.25,Suburbana,Third,man,True,,Urbana,no,1,0.5972624756766111,0.0,0.0,1.0
471,0.0,1,male,48.86071346401004,0,0,8.6625,Suburbana,Third,man,True,,Rural,no,1,0.6794324733865394,1.0,0.0,0.0
472,1.0,1,female,50.159951190429496,1,2,27.75,Suburbana,Second,woman,False,,Rural,yes,1,0.8823058331977379,1.0,0.0,0.0
473,1.0,1,female,46.86255731136024,0,0,13.7917,Central,Second,woman,False,D,Suburbana,yes,1,0.9206635282780812,0.0,1.0,0.0
474,0.0,1,female,48.15286283103387,0,0,9.8375,Suburbana,Third,woman,False,,Rural,no,1,0.0663601161731695,1.0,0.0,0.0
475,0.0,1,male,48.62482493423058,0,0,52.0,Suburbana,First,man,True,A,Rural,no,1,0.6739487281142161,1.0,0.0,0.0
476,1.0,2,male,18.0,1,0,21.0,Suburbana,Second,man,True,,Urbana,no,1,0.0618873345578885,0.0,0.0,1.0
477,1.0,1,male,46.06914479150133,1,0,7.0458,Suburbana,Third,man,True,,Rural,no,1,0.0669677339585914,1.0,0.0,0.0
478,1.0,2,male,22.59878979130888,0,0,7.5208,Suburbana,Third,man,True,,Urbana,no,0,0.757321712481685,0.0,0.0,1.0
479,1.0,2,female,18.0,0,1,12.2875,Suburbana,Third,child,False,,Urbana,yes,0,0.7021931305164726,0.0,0.0,1.0
480,1.0,1,male,49.81895857307814,5,2,46.9,Suburbana,Third,child,False,,Suburbana,no,1,0.5346458503607833,0.0,1.0,0.0
481,1.0,2,male,27.6552125348903,0,0,0.0,Suburbana,Second,man,True,,Urbana,no,0,0.2066492442406595,0.0,0.0,1.0
482,1.0,3,male,19.328442031388864,0,0,8.05,Suburbana,Third,man,True,,Urbana,no,0,0.1625354579404834,0.0,0.0,1.0
483,1.0,1,female,49.07851319871303,0,0,9.5875,Suburbana,Third,woman,False,,Suburbana,yes,1,0.9519690017820336,0.0,1.0,0.0
484,1.0,2,male,27.104591420878283,1,0,91.0792,Central,First,man,True,B,Urbana,yes,1,0.6697416502423412,0.0,0.0,1.0
485,0.0,1,female,49.41674145026354,3,1,25.4667,Suburbana,Third,woman,False,,Rural,no,1,0.6362216356431262,1.0,0.0,0.0
486,0.0,1,female,45.15753421527936,1,0,90.0,Suburbana,First,woman,False,C,Suburbana,yes,1,0.2953644918446274,0.0,1.0,0.0
487,1.0,2,male,25.73717200825486,0,0,29.7,Central,First,man,True,B,Urbana,no,1,0.3401538789799923,0.0,0.0,1.0
488,1.0,3,male,32.42462799349977,0,0,8.05,Suburbana,Third,man,True,,Urbana,no,0,0.0387726161237924,0.0,0.0,1.0
489,0.0,1,male,46.50590264792309,1,1,15.9,Suburbana,Third,child,False,,Rural,yes,1,0.1968889198416316,1.0,0.0,0.0
490,0.0,1,male,47.64550786461429,1,0,19.9667,Suburbana,Third,man,True,,Rural,no,1,0.8304998431526189,1.0,0.0,0.0
491,0.0,1,male,41.98735285350325,0,0,7.25,Suburbana,Third,man,True,,Rural,no,1,0.500597361439191,1.0,0.0,0.0
492,0.0,3,male,30.57481161473701,0,0,30.5,Suburbana,First,man,True,C,Urbana,no,1,0.663401686343731,0.0,0.0,1.0
493,1.0,2,male,28.57969446718496,0,0,49.5042,Central,First,man,True,,Urbana,no,1,0.0831308981472184,0.0,0.0,1.0
494,0.0,1,male,49.10263468806681,0,0,8.05,Suburbana,Third,man,True,,Suburbana,no,1,0.3240613471990811,0.0,1.0,0.0
495,0.0,1,male,49.20979362048974,0,0,14.4583,Central,Third,man,True,,Suburbana,no,1,0.1889752191256082,0.0,1.0,0.0
496,1.0,3,female,23.04803653007246,1,0,78.2667,Central,First,woman,False,D,Urbana,yes,1,0.960681873055054,0.0,0.0,1.0
497,0.0,1,male,51.98334808787395,0,0,15.1,Suburbana,Third,man,True,,Rural,no,1,0.0947991458872327,1.0,0.0,0.0
498,1.0,1,female,46.76885461902639,1,2,151.55,Suburbana,First,woman,False,C,Suburbana,no,1,0.6523137469608693,0.0,1.0,0.0
499,0.0,1,male,53.54877374003891,0,0,7.7958,Suburbana,Third,man,True,,Suburbana,no,1,0.4405684296323889,0.0,1.0,0.0
500,1.0,2,male,24.63440177025901,0,0,8.6625,Suburbana,Third,man,True,,Urbana,no,1,0.2437360450226167,0.0,0.0,1.0
501,1.0,2,female,25.76822230407833,0,0,7.75,Quito,Third,woman,False,,Urbana,no,0,0.9689437708297,0.0,0.0,1.0
502,1.0,3,female,28.78734165030702,0,0,7.6292,Quito,Third,woman,False,,Urbana,no,1,0.7250635146343355,0.0,0.0,1.0
503,1.0,2,female,24.256169238831603,0,0,9.5875,Suburbana,Third,woman,False,,Urbana,no,0,0.2706558881971272,0.0,0.0,1.0
504,0.0,1,female,49.3361797526844,0,0,86.5,Suburbana,First,woman,False,B,Rural,yes,1,0.3347571887728532,1.0,0.0,0.0
505,0.0,1,male,47.78313897731999,1,0,108.9,Central,First,man,True,C,Suburbana,no,1,0.7146279718697068,0.0,1.0,0.0
506,0.0,1,female,47.66837802830258,0,2,26.0,Suburbana,Second,woman,False,,Rural,yes,1,0.8755767295730255,1.0,0.0,0.0
507,1.0,2,male,28.52055511070791,0,0,26.55,Suburbana,First,man,True,,Urbana,yes,0,0.183257172366535,0.0,0.0,1.0
508,1.0,1,male,48.990105343530935,0,0,22.525,Suburbana,Third,man,True,,Suburbana,no,1,0.016385244923656,0.0,1.0,0.0
509,0.0,1,male,41.134139879956415,0,0,56.4958,Suburbana,Third,man,True,,Rural,yes,1,0.0512698130256557,1.0,0.0,0.0
510,0.0,1,male,44.91019415007307,0,0,7.75,Quito,Third,man,True,,Rural,yes,1,0.4948205685090633,1.0,0.0,0.0
511,1.0,1,male,40.907478548576464,0,0,8.05,Suburbana,Third,man,True,,Rural,no,1,0.4053905723690668,1.0,0.0,0.0
512,1.0,3,male,23.6386194942746,0,0,26.2875,Suburbana,First,man,True,E,Urbana,yes,0,0.9885930471508628,0.0,0.0,1.0
513,1.0,3,female,32.80639799477903,1,0,59.4,Central,First,woman,False,,Urbana,yes,1,0.4790847120281442,0.0,0.0,1.0
514,1.0,3,male,19.75914796587264,0,0,7.4958,Suburbana,Third,man,True,,Urbana,no,1,0.1071758750306167,0.0,0.0,1.0
515,0.0,1,male,50.557655818383694,0,0,34.0208,Suburbana,First,man,True,D,Suburbana,no,1,0.7625000267905543,0.0,1.0,0.0
516,0.0,1,female,49.692025605221424,0,0,10.5,Suburbana,Second,woman,False,F,Rural,yes,1,0.8308285329717161,1.0,0.0,0.0
517,0.0,1,male,49.20702492353265,0,0,24.15,Quito,Third,man,True,,Rural,no,1,0.8864465508226105,1.0,0.0,0.0
518,1.0,2,female,30.51846978731075,1,0,26.0,Suburbana,Second,woman,False,,Urbana,yes,0,0.5003526529919945,0.0,0.0,1.0
519,1.0,3,male,23.554973945228834,0,0,7.8958,Suburbana,Third,man,True,,Urbana,no,1,0.5816703400654288,0.0,0.0,1.0
520,0.0,2,female,20.804379047003632,0,0,93.5,Suburbana,First,woman,False,B,Urbana,yes,1,0.5917398290052402,0.0,0.0,1.0
521,1.0,1,male,48.2889640677636,0,0,7.8958,Suburbana,Third,man,True,,Suburbana,no,1,0.924739578872133,0.0,1.0,0.0
522,0.0,2,male,18.0,0,0,7.225,Central,Third,man,True,,Urbana,no,1,0.4899066654510031,0.0,0.0,1.0
523,1.0,3,female,18.0,0,1,57.9792,Central,First,woman,False,B,Urbana,yes,0,0.3317652906365717,0.0,0.0,1.0
524,1.0,1,male,48.068879266823856,0,0,7.2292,Central,Third,man,True,,Suburbana,no,1,0.1526816063942984,0.0,1.0,0.0
525,1.0,1,male,46.47955093710394,0,0,7.75,Quito,Third,man,True,,Suburbana,no,1,0.4092422180115496,0.0,1.0,0.0
526,1.0,2,female,23.375325208397506,0,0,10.5,Suburbana,Second,woman,False,,Urbana,yes,1,0.4493194385312344,0.0,0.0,1.0
527,0.0,1,male,52.41396586842701,0,0,221.7792,Suburbana,First,man,True,C,Rural,no,1,0.0659772294778732,1.0,0.0,0.0
528,0.0,1,male,46.02614686571649,0,0,7.925,Suburbana,Third,man,True,,Suburbana,no,1,0.0139549657181003,0.0,1.0,0.0
529,1.0,3,male,25.96364498249864,2,1,11.5,Suburbana,Second,man,True,,Urbana,no,0,0.2500138352656437,0.0,0.0,1.0
530,1.0,1,female,46.60074270979217,1,1,26.0,Suburbana,Second,child,False,,Rural,yes,1,0.8625706217514816,1.0,0.0,0.0
531,1.0,1,male,51.97938492709708,0,0,7.2292,Central,Third,man,True,,Rural,no,1,0.339978556581305,1.0,0.0,0.0
532,0.0,1,male,43.95622373211264,1,1,7.2292,Central,Third,man,True,,Rural,no,1,0.6113926930285717,1.0,0.0,0.0
533,0.0,1,female,44.05227776846544,0,2,22.3583,Central,Third,woman,False,,Rural,yes,1,0.142626225662797,1.0,0.0,0.0
534,0.0,1,female,43.78211125119631,0,0,8.6625,Suburbana,Third,woman,False,,Suburbana,no,1,0.2122660485402907,0.0,1.0,0.0
535,1.0,2,female,30.27088954469461,0,2,26.25,Suburbana,Second,child,False,,Urbana,yes,0,0.8725937376242768,0.0,0.0,1.0
536,0.0,1,male,43.01520512665631,0,0,26.55,Suburbana,First,man,True,B,Rural,no,1,0.7841615444410441,1.0,0.0,0.0
537,1.0,3,female,25.277461127219013,0,0,106.425,Central,First,woman,False,,Urbana,yes,1,0.3255660580285129,0.0,0.0,1.0
538,0.0,1,male,50.82978217490849,0,0,14.5,Suburbana,Third,man,True,,Rural,no,1,0.1682818826474783,1.0,0.0,0.0
539,0.0,1,female,48.95618295882906,0,2,49.5,Central,First,woman,False,B,Suburbana,yes,1,0.2801284584802496,0.0,1.0,0.0
540,1.0,3,female,26.4002893001884,0,2,71.0,Suburbana,First,woman,False,B,Urbana,yes,1,0.4982081851422789,0.0,0.0,1.0
541,0.0,2,female,29.80023870574964,4,2,31.275,Suburbana,Third,child,False,,Urbana,no,1,0.1526930500847221,0.0,0.0,1.0
542,0.0,1,female,51.5640893770569,4,2,31.275,Suburbana,Third,child,False,,Suburbana,no,1,0.3997120630212303,0.0,1.0,0.0
543,0.0,1,male,44.448358079420046,1,0,26.0,Suburbana,Second,man,True,,Rural,yes,1,0.5660251347338656,1.0,0.0,0.0
544,1.0,3,male,24.54878075167125,1,0,106.425,Central,First,man,True,C,Urbana,no,1,0.5807252592524387,0.0,0.0,1.0
545,1.0,3,male,29.156755289923844,0,0,26.0,Suburbana,First,man,True,,Urbana,no,0,0.6020442949841653,0.0,0.0,1.0
546,1.0,3,female,22.35664670532256,1,0,26.0,Suburbana,Second,woman,False,,Urbana,yes,0,0.5560820063258791,0.0,0.0,1.0
547,1.0,2,male,18.796877002218864,0,0,13.8625,Central,Second,man,True,,Urbana,yes,1,0.1034296548253067,0.0,0.0,1.0
548,0.0,1,male,49.33158969823628,1,1,20.525,Suburbana,Third,man,True,,Rural,no,1,0.858328783029919,1.0,0.0,0.0
549,0.0,2,male,29.618982801569736,1,1,36.75,Suburbana,Second,child,False,,Urbana,yes,1,0.1420397884607959,0.0,0.0,1.0
550,0.0,1,male,46.34237797974981,0,2,110.8833,Central,First,man,True,C,Rural,yes,1,0.5913076157038015,1.0,0.0,0.0
551,1.0,3,male,27.023477278071503,0,0,26.0,Suburbana,Second,man,True,,Urbana,no,0,0.3166335832726488,0.0,0.0,1.0
552,0.0,1,male,49.06644537823131,0,0,7.8292,Quito,Third,man,True,,Rural,no,1,0.2377501123054924,1.0,0.0,0.0
553,1.0,3,male,23.010439507045792,0,0,7.225,Central,Third,man,True,,Urbana,yes,1,0.5578799032276721,0.0,0.0,1.0
554,1.0,2,female,18.0,0,0,7.775,Suburbana,Third,woman,False,,Urbana,yes,0,0.4032172008057241,0.0,0.0,1.0
555,1.0,2,male,23.2916095120206,0,0,26.55,Suburbana,First,man,True,,Urbana,no,1,0.5147778913129555,0.0,0.0,1.0
556,0.0,1,female,52.23351619166883,1,0,39.6,Central,First,woman,False,A,Suburbana,yes,1,0.5660014643340319,0.0,1.0,0.0
557,1.0,1,male,46.846063730572446,0,0,227.525,Central,First,man,True,,Rural,no,1,0.0530340181741796,1.0,0.0,0.0
558,1.0,2,female,22.917504587816538,1,1,79.65,Suburbana,First,woman,False,E,Urbana,yes,1,0.1550182685717301,0.0,0.0,1.0
559,0.0,1,female,50.84826242077728,1,0,17.4,Suburbana,Third,woman,False,,Suburbana,yes,1,0.9525684354037328,0.0,1.0,0.0
560,1.0,2,male,25.27585677390116,0,0,7.75,Quito,Third,man,True,,Urbana,no,1,0.9256559294900624,0.0,0.0,1.0
561,1.0,3,male,25.96431977775193,0,0,7.8958,Suburbana,Third,man,True,,Urbana,no,1,0.9829227242718044,0.0,0.0,1.0
562,0.0,1,male,44.1885450045428,0,0,13.5,Suburbana,Second,man,True,,Rural,no,1,0.8181373508413021,1.0,0.0,0.0
563,0.0,1,male,46.043119200194944,0,0,8.05,Suburbana,Third,man,True,,Suburbana,no,1,0.6662862153973814,0.0,1.0,0.0
564,0.0,1,female,48.464842277090746,0,0,8.05,Suburbana,Third,woman,False,,Suburbana,no,1,0.9060240030093036,0.0,1.0,0.0
565,0.0,1,male,47.428039519255805,2,0,24.15,Suburbana,Third,man,True,,Rural,no,1,0.9548122158575636,1.0,0.0,0.0
566,1.0,2,male,27.842294594621382,0,0,7.8958,Suburbana,Third,man,True,,Urbana,no,1,0.4447566386192741,0.0,0.0,1.0
567,0.0,1,female,50.241565002613896,0,4,21.075,Suburbana,Third,woman,False,,Suburbana,no,1,0.7073571209472298,0.0,1.0,0.0
568,0.0,2,male,21.764732368086204,0,0,7.2292,Central,Third,man,True,,Urbana,no,0,0.7382501040385571,0.0,0.0,1.0
569,0.0,1,male,48.66152296727152,0,0,7.8542,Suburbana,Third,man,True,,Rural,yes,1,0.7135056890426379,1.0,0.0,0.0
570,1.0,2,male,21.1664757273155,0,0,10.5,Suburbana,Second,man,True,,Urbana,yes,1,0.0903449918993133,0.0,0.0,1.0
571,1.0,1,female,45.91102003841675,2,0,51.4792,Suburbana,First,woman,False,C,Rural,yes,1,0.3628895069446134,1.0,0.0,0.0
572,0.0,2,male,20.839069829249688,0,0,26.3875,Suburbana,First,man,True,E,Urbana,yes,0,0.4025514279733515,0.0,0.0,1.0
573,1.0,1,female,54.67783299521478,0,0,7.75,Quito,Third,woman,False,,Suburbana,yes,1,0.3024603445675548,0.0,1.0,0.0
574,0.0,1,male,48.71430944349694,0,0,8.05,Suburbana,Third,man,True,,Rural,no,1,0.2684628316645463,1.0,0.0,0.0
575,1.0,2,male,26.0858981631914,0,0,14.5,Suburbana,Third,man,True,,Urbana,no,1,0.016644244514358,0.0,0.0,1.0
576,0.0,1,female,48.36502504947848,0,0,13.0,Suburbana,Second,woman,False,,Suburbana,yes,1,0.361478656801751,0.0,1.0,0.0
577,1.0,2,female,18.0,1,0,55.9,Suburbana,First,woman,False,E,Urbana,yes,1,0.8170535841921504,0.0,0.0,1.0
578,1.0,3,female,35.9544900661992,1,0,14.4583,Central,Third,woman,False,,Urbana,no,1,0.838468848924208,0.0,0.0,1.0
579,1.0,2,male,30.195482201891963,0,0,7.925,Suburbana,Third,man,True,,Urbana,yes,0,0.1732751376766074,0.0,0.0,1.0
580,0.0,1,female,49.571673071502616,1,1,30.0,Suburbana,Second,woman,False,,Suburbana,yes,1,0.7652786682863233,0.0,1.0,0.0
581,0.0,2,female,26.26165715692261,1,1,110.8833,Central,First,woman,False,C,Urbana,yes,0,0.8747304369795791,0.0,0.0,1.0
582,1.0,2,male,22.40549897787574,0,0,26.0,Suburbana,Second,man,True,,Urbana,no,0,0.2776132901530992,0.0,0.0,1.0
583,1.0,2,male,33.34625403188484,0,0,40.125,Central,First,man,True,A,Urbana,no,1,0.1145550887312563,0.0,0.0,1.0
584,1.0,3,male,28.32983573034769,0,0,8.7125,Central,Third,man,True,,Urbana,no,0,0.925046269691948,0.0,0.0,1.0
585,1.0,3,female,27.691648016380885,0,2,79.65,Suburbana,First,woman,False,E,Urbana,yes,1,0.9494676083790492,0.0,0.0,1.0
586,0.0,1,male,45.26076234587461,0,0,15.0,Suburbana,Second,man,True,,Suburbana,no,1,0.3769502805909114,0.0,1.0,0.0
587,0.0,1,male,46.85392365314885,1,1,79.2,Central,First,man,True,B,Suburbana,yes,1,0.0287586975485916,0.0,1.0,0.0
588,0.0,1,male,42.97198858101007,0,0,8.05,Suburbana,Third,man,True,,Suburbana,no,1,0.756067523400469,0.0,1.0,0.0
589,1.0,1,male,51.2722492033035,0,0,8.05,Suburbana,Third,man,True,,Suburbana,no,1,0.9583183578402028,0.0,1.0,0.0
590,1.0,2,male,24.850719391818167,0,0,7.125,Suburbana,Third,man,True,,Urbana,no,1,0.9121324994540998,0.0,0.0,1.0
591,0.0,1,female,47.89471446939099,1,0,78.2667,Central,First,woman,False,D,Suburbana,yes,1,0.2923682619441965,0.0,1.0,0.0
592,1.0,2,male,26.43006263489059,0,0,7.25,Suburbana,Third,man,True,,Urbana,no,0,0.4259446075981385,0.0,0.0,1.0
593,1.0,2,female,24.36715334180305,0,2,7.75,Quito,Third,woman,False,,Urbana,no,0,0.4949936340041146,0.0,0.0,1.0
594,0.0,1,male,48.16849602668923,1,0,26.0,Suburbana,Second,man,True,,Suburbana,no,1,0.7963748676892582,0.0,1.0,0.0
